kingdom,group,type,calendar_id,website,social,date_last_checked,location,lat,lng
testing,hi,this,is,Nika,,,,,,
Kingdom of AEthelmearc,Barony of Blackstone Mountain,barony,https://calendar.google.com/calendar/ical/c_d6453db8285ea1492aab076fe4949bcacfb84af6b4ac35188ca7b0e1bbeba2f2%40group.calendar.google.com/public/basic.ics,https://blackstonemountain.aethelmearc.org/index.html,,2026-06-22,"South-Central, WV",39.34563,-81.522901
Kingdom of AEthelmearc,Barony of Delftwood,barony,https://calendar.google.com/calendar/ical/bni344ah5mpqqut0m4b3gsshos%40group.calendar.google.com/public/basic.ics,http://delftwood.aethelmearc.org/,,2026-06-22,"Syracuse, NY",43.048122,-76.147424
Kingdom of AEthelmearc,Barony of Endless Hills,barony,No Calendar Available,http://endlesshills.aethelmearc.org/,,2026-06-22,"Northeastern, PA",40.064833,-76.715664
Kingdom of AEthelmearc,Barony of Rhydderich Hael,barony,https://calendar.google.com/calendar/ical/c_hk52o44q9htpbnme5lrhh07cms%40group.calendar.google.com/public/basic.ics,http://hael.aethelmearc.org/,,2026-06-22,"Niagara Frontier, NY",42.919431,-78.830998
Kingdom of AEthelmearc,Barony of St. Swithin’s Bog,barony,https://calendar.google.com/calendar/ical/c_8d6a8f3d25875c3a684c1b9d9183385297df27a629a58cf35e5df3ca84929486%40group.calendar.google.com/public/basic.ics,http://stswithinsbog.aethelmearc.org/,,2026-06-22,"Cambria, Somerset, Bedford and Westmoreland Co, PA",40.24118,-78.880202
Kingdom of AEthelmearc,Barony of Thescorre,barony,https://calendar.google.com/calendar/ical/thescorre%40aethelmearc.org/public/basic.ics,http://thescorre.aethelmearc.org/,,2026-06-22,"Rochester, NY",43.157285,-77.615214
Kingdom of AEthelmearc,Canton of Beau Fleuve,canton,No Calendar Available,http://beaufleuve.aethelmearc.org/,,2026-06-22,"Niagara Falls, NY",43.084841,-79.070179
Kingdom of AEthelmearc,Canton of Dunloch,canton,No Calendar Available,https://dunloch.aethelmearc.org,,2026-06-22,"Oswego County, NY",43.411297,-76.127984
Kingdom of AEthelmearc,College of Arx Collis,college,No Calendar Available,https://arxcollis.aethelmearc.org,,2026-06-22,"West Liberty University, WV",40.161576,-80.597888
Kingdom of AEthelmearc,College of Silva Vulcani,college,No Calendar Available,https://silvavulcani.wixsite.com/silvavulcani,,2026-06-22,"California University, PA",40.064431,-79.884398
Kingdom of AEthelmearc,Shire of Abhainn Ciach Ghlais,shire,No Calendar Available,http://www.shireofacg.org/,,2026-06-22,"Clinton, Columbia, Lycoming, Montour, Northumberland, Snyder, Sullivan, Tioga, and Union Co, PA",41.049445,-76.931095
Kingdom of AEthelmearc,Shire of Angel's Keep,shire,No Calendar Available,http://angelskeep.aethelmearc.org/,,2026-06-22,"Auburn, NY",42.93202,-76.567203
Kingdom of AEthelmearc,Shire of Ballachlagan,shire,No Calendar Available,https://ballachlagan.aethelmearc.org/,,2026-06-22,"Northern Panhandle, WV",40.078229,-80.696672
Kingdom of AEthelmearc,Shire of Blackwater,shire,No Calendar Available,https://www.facebook.com/Shire-of-Blackwater-241721706321311/,,2026-06-22,"Cattaraugus and Allegany, NY",42.223482,-78.64771
Kingdom of AEthelmearc,Shire of Coppertree,shire,http://localendar.com/public/Coppertree?style=X2,http://coppertree.aethelmearc.org/,,2026-06-22,"Rome and Utica, NY",43.21022,-75.458396
Kingdom of AEthelmearc,Shire of Courtlandtslot,shire,Practices added manually,https://courtlandtslot.aethelmearc.org/,,2026-06-22,"Cortland Co, NY",42.584214,-76.070491
Kingdom of AEthelmearc,Shire of Hartstone,shire,No Calendar Listed,http://hartstone.aethelmearc.org/,,2026-06-22,"Livingston, Steuben Co, NY",42.5458,-77.667862
Kingdom of AEthelmearc,Shire of Heronter,shire,https://calendar.google.com/calendar/ical/webminister%40heronter.aethelmearc.org/public/basic.ics,https://heronter.aethelmearc.org/,,2026-06-22,"Jamestown/Chautauqua Region, NY",42.097971,-79.241311
Kingdom of AEthelmearc,Shire of Hunter's Home,shire,https://calendar.google.com/calendar/ical/ilgmadk98igoqh1ccgvae09kvo%40group.calendar.google.com/public/basic.ics,http://huntershome.aethelmearc.org,,2026-06-22,"Erie, Crawford, Mercer, Lawrence, Venango, Clarion, & Forest Counties, PA",41.46563,-80.022599
Kingdom of AEthelmearc,Shire of King's Crossing,shire,No Calendar Listed,http://kingscrossing.aethelmearc.org/,,2026-06-22,"Washington and Greene Counties, PA",40.19438,-80.254125
Kingdom of AEthelmearc,Shire of Misty Highlands,shire,No Calendar Listed,https://mistyhighlands.aethelmearc.org/,,2026-06-22,"North Central, WV",39.299502,-80.228432
Kingdom of AEthelmearc,Shire of Nithgaard,shire,https://calendar.google.com/calendar/ical/ojehlsurm28decfq5qjhalom7o%40group.calendar.google.com/public/basic.ics,http://nithgaard.aethelmearc.org/,,2026-06-22,"State College, PA",40.79445,-77.861639
Kingdom of AEthelmearc,Shire of Port Oasis,shire,No Calendar Listed,https://portoasis.aethelmearc.org/,,2026-06-22,"Huntington, WV",38.41925,-82.445154
Kingdom of AEthelmearc,Shire of Steltonwald,shire,No Calendar Listed,https://steltonwald.aethelmearc.org/,,2026-06-22,"Beaver Co, PA",40.691662,-80.371
Kingdom of AEthelmearc,Shire of Sterlynge Vayle,shire,https://calendar.google.com/calendar/ical/sterlyngevayle%40webminister.aethelmearc.org/public/basic.ics,http://sterlyngevayle.aethelmearc.org/,,2026-06-22,"Binghamton, NY",42.098698,-75.912519
Kingdom of AEthelmearc,Shire of Sunderoak,shire,No Calendar Listed,http://sunderoak.aethelmearc.org,,2026-06-22,"Butler, PA",40.860467,-79.897052
Kingdom of AEthelmearc,Shire of Sylvan Glen,shire,https://calendar.google.com/calendar/ical/c_ca13f21cdef08eb3becc0434bbfd2f5dd923141f8e73489f9b46fef35338e4ec%40group.calendar.google.com/public/basic.ics,http://sylvanglen.aethelmearc.org/,,2026-06-22,"Eastern Panhandle, WV",39.457499,-77.965017
Kingdom of AEthelmearc,Shire of Wyntersett,shire,No Calendar Listed,https://wyntersett.aethelmearc.org/,,2026-06-22,"Watertown and Fort Drum, NY",43.974784,-75.910757
Kingdom of AEthelmearc,Barony-Marche of the Debatable Lands,barony,https://calendar.google.com/calendar/ical/ibb4efj077r3gc9kkqvgcik39s%40group.calendar.google.com/public/basic.ics,https://debatablelands.aethelmearc.org/,,,,,
Kingdom of AEthelmearc,Dominion of Myrkfaelinn,barony,https://calendar.google.com/calendar/ical/qa1439mm9bjl7qeki5au9rn8muiqoj8r%40import.calendar.google.com/public/basic.ics,https://myrkfaelinn.aethelmearc.org/,,,,,
Kingdom of An Tir,Barony of Adiantum,barony,https://calendar.google.com/calendar/ical/quh9m8e51pjkq2vls3of2keif46lvfb5%40import.calendar.google.com/public/basic.ics,http://adiantum.antir.sca.org/,,2026-06-22,"Eugene, OR",44.050505,-123.095051
Kingdom of An Tir,Barony of Aquaterra,barony,https://aquaterra.antir.org/my-calendar/?vcal=845,http://aquaterra.antir.sca.org/,,2026-06-22,"Bremerton, WA",47.565366,-122.624684
Kingdom of An Tir,Barony of Blatha an Oir,barony,https://calendar.google.com/calendar/ical/06khlsejmr1dl0pc5nrqa2oojuvj82mt%40import.calendar.google.com/public/basic.ics,http://blathaanoir.antir.sca.org/,,2026-06-22,"Whitefish, MT",48.410802,-114.334624
Kingdom of An Tir,Barony of Dragon's Mist,barony,https://calendar.google.com/calendar/ical/2e0aa29a41e259a9a821a45d94e70d38c86771eb81e2ec9c37bcce82ba739072%40group.calendar.google.com/public/basic.ics,https://dragonsmist.antir.org/,,2026-06-22,"Hillsboro, OR",45.522894,-122.989827
Kingdom of An Tir,Barony of Dragons Laire,barony,No Calendar Available,https://dragonslaire.antir.org/wordpress/events/,,2026-06-22,"Silverdale, WA",47.659409,-122.676632
Kingdom of An Tir,Barony of Glymm Mere,barony,No Calendar Available,https://glymmmere.antir.org/,,2026-06-22,"Olympia, WA",47.045102,-122.895008
Kingdom of An Tir,Barony of Glyn Dwfn,barony,No Calendar Available,http://glyndwfn.antir.sca.org,,2026-06-22,"Medford, OR",42.326418,-122.87186
Kingdom of An Tir,Barony of Lions Gate,barony,No Calendar Available,https://antir.org/branches/kingdom-of-an-tir/principality-of-tir-righ/barony-of-lions-gate/,,2026-06-22,"Vancouver, BC, Canada",49.260872,-123.113952
Kingdom of An Tir,Barony of Madrone,barony,https://www.google.com/calendar/ical/baronyofmadrone%40gmail.com/public/basic.ics,http://baronyofmadrone.net/,,2026-06-22,"Seattle, WA",47.603832,-122.330062
Kingdom of An Tir,Barony of Seagirt,barony,No Calendar Available,http://seagirt.tirrigh.org/,,2026-06-22,"Victoria, BC, Canada",48.428318,-123.364953
Kingdom of An Tir,Barony of Stromgard,barony,No Calendar Available,https://www.stromgard-sca.org/,,2026-06-22,"Surrey, BC, Canada",49.191303,-122.849143
Kingdom of An Tir,Barony of Terra Pomaria,barony,No Calendar Available,http://terrapomaria.antir.sca.org/,,2026-06-22,"Salem, OR",44.939157,-123.033121
Kingdom of An Tir,Barony of Three Mountains,barony,https://calendar.google.com/calendar/ical/r7eemg8u2kj40kdrmg07lsmbnn4p2ipk%40import.calendar.google.com/public/basic.ics,http://baronyofthreemountains.org/,,2026-06-22,"Portland, OR",45.520247,-122.674194
Kingdom of An Tir,Barony of Vulcanfeldt,barony,No Calendar Available,https://vulcanfeldt.antir.org/,,2026-06-22,"Spokane, WA",47.657193,-117.42351
Kingdom of An Tir,Barony of Wastekeep,barony,https://wastekeep.antir.org/events/?ical=1,https://wastekeep.antir.org,,2026-06-22,"Kennewick, WA",46.208707,-119.119919
Kingdom of An Tir,Barony of Wealdsmere,barony,https://calendar.google.com/calendar/ical/webminister%40baronyofwealdsmere.org/public/basic.ics,http://wealdsmere.antir.org/,,2026-06-22,"Lynnwood, WA",47.827866,-122.305393
Kingdom of An Tir,Barony of Wyewood,barony,https://calendar.google.com/calendar/ical/wyewood.webster%40gmail.com/public/basic.ics,http://www.wyewood.org/wp/,,2026-06-22,"Federal Way, WA",47.313494,-122.33931
Kingdom of An Tir,Canton of Akornebir,canton,No Calendar Available,https://akornebir.antir.org/wordpress/,,2026-06-22,"Mount Vernon, WA",48.420046,-122.32642
Kingdom of An Tir,Canton of Caladphort,canton,No Calendar Available,https://glymmmere.antir.org/caladphort-officers/,,2026-06-22,"Oak Harbor, WA",48.293156,-122.643224
Kingdom of An Tir,Canton of Crows Gate,canton,No Calendar Available,https://glymmmere.antir.org/crows-gate-officers/,,2026-06-22,"Tacoma, WA",47.245501,-122.438329
Kingdom of An Tir,Canton of Kaldor Ness,canton,https://calendar.google.com/calendar/ical/r7eemg8u2kj40kdrmg07lsmbnn4p2ipk%40import.calendar.google.com/public/basic.ics,https://www.baronyofthreemountains.org/,,2026-06-22,"Edmonds, WA",47.810574,-122.377495
Kingdom of An Tir,Canton of Misty Ridge,canton,No Calendar Listed,https://dragonslaire.antir.org/wordpress/misty-ridge/,,2026-06-22,"Issaquah, WA",47.534878,-122.043297
Kingdom of An Tir,Canton of Porte de l'Eau,canton,No Calendar Available,https://porte-de-leau.antir.org/,,2026-06-22,"Tukwila, WA",47.462736,-122.255916
Kingdom of An Tir,College of Cranehaven,college,No Calendar Available,https://cranehaven.antir.org/,,2026-06-22,"Bellingham, WA",48.754401,-122.478836
Kingdom of An Tir,College of Lyonsmarche,college,No Calendar Available,http://lyonsmarche.antir.org/,,2026-06-22,"Seattle, WA",47.603832,-122.330062
Kingdom of An Tir,Principality of Tir Righ,principality,No Calendar Available,http://www.tirrigh.org/,,2026-06-22,"Burnaby, BC, Canada",49.24338,-122.972545
Kingdom of An Tir,Principality of the Summits,principality,No Calendar Available,http://summits.antir.sca.org/,,2026-06-22,"Springfield, OR",44.046236,-123.022029
Kingdom of An Tir,Shire of Appledore,shire,No Calendar Listed,https://www.facebook.com/AppledoreSCA,,2026-06-22,"Prince Rupert, BC, Canada",54.312657,-130.32549
Kingdom of An Tir,Shire of Briaroak,shire,No Calendar Listed,http://briaroak.antir.sca.org/,,2026-06-22,"Roseburg, OR",43.216505,-123.341738
Kingdom of An Tir,Shire of Coeur du Val,shire,No Calendar Available,http://cdv.antir.org/,,2026-06-22,"Corvallis, OR",44.564566,-123.262044
Kingdom of An Tir,Shire of Coill Mhór,shire,No Calendar Listed,https://coillmhor.tirrigh.org/,,2026-06-22,"Williams Lake, BC, Canada",52.129266,-122.139726
Kingdom of An Tir,Shire of Cold Keep,shire,No Calendar Available,https://coldkeep.tirrigh.org/,,2026-06-22,"Whitehorse, YT, Canada",60.721571,-135.054932
Kingdom of An Tir,Shire of Corvaria,shire,No Calendar Listed,http://corvaria.antir.sca.org/wp/,,2026-06-22,"Bend, OR",44.058173,-121.31531
Kingdom of An Tir,Shire of Danescombe,shire,https://calendar.google.com/calendar/ical/0ge5sk0h8opb6gtejjno5p1idjp7ola5%40import.calendar.google.com/public/basic.ics,https://danescombe.tirrigh.org/,,2026-06-22,"Kelowna, BC, Canada",49.887918,-119.495902
Kingdom of An Tir,Shire of Hartwood,shire,https://calendar.google.com/calendar/ical/b3bc77aa2ba3ce41dbb73bbf22083cb16e050da6b39fcdb9a209de99eeb97731%40group.calendar.google.com/public/basic.ics,http://hartwood.tirrigh.org/,,2026-06-22,"Courtenay, BC, Canada",49.689406,-124.995496
Kingdom of An Tir,Shire of Hauksgarðr,shire,No Calendar Listed,https://antir.org/branches/kingdom-of-an-tir/shire-of-hauksgardr/,,2026-06-22,"Bothell, WA",47.76232,-122.205404
Kingdom of An Tir,Shire of Krakafjord,shire,No Calendar Available,https://www.facebook.com/groups/krakafjord,,2026-06-22,"Vernon, BC, Canada",50.266867,-119.271816
Kingdom of An Tir,Shire of Lionsdale,shire,No Calendar Available,http://lionsdale.tirrigh.org/,,2026-06-22,"Squamish, BC, Canada",49.698074,-123.155861
Kingdom of An Tir,Shire of Mountain Edge,shire,https://calendar.google.com/calendar/ical/pf5vrfgnf1la1i9stuot3u1ran8lifcj%40import.calendar.google.com/public/basic.ics,https://mountainedge.antir.org,,2026-06-22,"Florence, OR",43.980009,-124.101309
Kingdom of An Tir,Shire of Myrtle Holt,shire,No Calendar Available,https://antir.org/branches/kingdom-of-an-tir/summits/shire-of-myrtle-holt/,,2026-06-22,"Coos Bay, OR",43.367894,-124.217465
Kingdom of An Tir,Shire of Ramsgaard,shire,No Calendar Available,https://ramsgaard.tirrigh.org/,,2026-06-22,"Kamloops, BC, Canada",50.675827,-120.339415
Kingdom of An Tir,Shire of River's Bend,shire,No Calendar Available,https://antir.org/branches/kingdom-of-an-tir/shire-of-rivers-bend/,,2026-06-22,"Renton, WA",47.479908,-122.20345
Kingdom of An Tir,Shire of Southmarch,shire,https://calendar.google.com/calendar/ical/southmarch.webminister%40gmail.com/public/basic.ics,https://southmarch.antir.sca.org/,,2026-06-22,"Ashland, OR",42.197249,-122.7154
Kingdom of An Tir,Shire of Thornwold,shire,No Calendar Available,http://thornwold.tirrigh.org/,,2026-06-22,"Powell River, BC, Canada",49.835676,-124.524412
Kingdom of An Tir,Shire of Tir Bannog,shire,No Calendar Listed,https://antir.org/branches/kingdom-of-an-tir/principality-of-tir-righ/shire-of-tir-bannog/,,2026-06-22,"Prince George, BC, Canada",53.912864,-122.74537
Kingdom of An Tir,Shire of Tymberhavene,shire,No Calendar Available,https://tymberhavene.antir.org/,,2026-06-22,"Klamath Falls, OR",42.224867,-121.78167
Kingdom of Ansteorra,Barony of Bjornsborg,barony,No Calendar Listed,https://ansteorra.org/bjornsborg,,2026-06-22,"San Antonio, Texas",29.4246,-98.495141
Kingdom of Ansteorra,Barony of Bonwicke,barony,No Calendar Listed,https://ansteorra.org/bonwicke,,2026-06-22,"Lubbock, Texas",33.585568,-101.847021
Kingdom of Ansteorra,Barony of Bordermarch,barony,https://calendar.google.com/calendar/ical/webminister%40bordermarch.ansteorra.org/public/basic.ics,https://ansteorra.org/bordermarch,,2026-06-22,"Beaumont, Texas",30.082934,-94.098428
Kingdom of Ansteorra,Barony of Bryn Gwlad,barony,https://calendar.google.com/calendar/ical/webminister%40bryn-gwlad.ansteorra.org/public/basic.ics,https://ansteorra.org/bryn-gwlad,,2026-06-22,"Austin, Texas",30.271129,-97.7437
Kingdom of Ansteorra,Barony of Elfsea,barony,No Calendar Available,https://ansteorra.org/elfsea/,,2026-06-22,"Fort Worth, Texas",32.753177,-97.332746
Kingdom of Ansteorra,Barony of Loch Soilleir,barony,https://calendar.google.com/calendar/ical/webminister%40loch-soilleir.ansteorra.org/public/basic.ics,https://ansteorra.org/loch-soilleir/,,2026-06-22,"League City, Texas",29.507454,-95.09493
Kingdom of Ansteorra,Barony of Namron,barony,No Calendar Listed,https://ansteorra.org/namron,,2026-06-22,"Norman, Oklahoma",35.222572,-97.439482
Kingdom of Ansteorra,Barony of Northkeep,barony,No Calendar Available,https://ansteorra.org/northkeep,,2026-06-22,"Tulsa, Oklahoma",36.156312,-95.992752
Kingdom of Ansteorra,Barony of Wiesenfeuer,barony,https://calendar.google.com/calendar/ical/webminister%40wiesenfeuer.ansteorra.org/public/basic.ics,https://ansteorra.org/wiesenfeuer,,2026-06-22,"Oklahoma City, Oklahoma",35.472989,-97.517054
Kingdom of Ansteorra,Barony of the Eldern Hills,barony,https://calendar.google.com/calendar/ical/c_645faa2a21fc7ebfcd1fa39a41bdbcd66931f185b5aa714e75af58b32c0491cf%40group.calendar.google.com/public/basic.ics,https://ansteorra.org/eldern-hills/,,2026-06-22,"Lawton, Oklahoma",34.605198,-98.395228
Kingdom of Ansteorra,Barony of the Stargate,barony,https://calendar.google.com/calendar/ical/webminister%40stargate.ansteorra.org/public/basic.ics,https://ansteorra.org/stargate,,2026-06-22,"Houston, Texas",29.758938,-95.367697
Kingdom of Ansteorra,Barony of the Steppes,barony,https://calendar.google.com/calendar/ical/steppes.ansteorra.org_p99m0mt1654cmg959rea97j754%40group.calendar.google.com/public/basic.ics,https://ansteorra.org/steppes,,2026-06-22,"Dallas, Texas",32.776272,-96.796856
Kingdom of Ansteorra,Canton of Chemin Noir,canton,No Calendar Listed,https://ansteorra.org/chemin-noir/,,2026-06-22,"Bartlesville, Oklahoma",36.750927,-95.977178
Kingdom of Ansteorra,Canton of Glaslyn,canton,No Calendar Listed,https://ansteorra.org/glaslyn,,2026-06-22,"Denton, Texas",33.183879,-97.141342
Kingdom of Ansteorra,Canton of Myrgenfeld,canton,No Calendar Listed,https://ansteorra.org/myrgenfeld/,,2026-06-22,"Guthrie, Oklahoma",35.878923,-97.425277
Kingdom of Ansteorra,Canton of Skorragarðr,canton,No Calendar Listed,https://ansteorra.org/skorragardr/,,2026-06-22,"Shawnee, Oklahoma",35.327293,-96.9253
Kingdom of Ansteorra,Province of Mooneschadowe,province,No Calendar Listed,https://ansteorra.org/mooneschadowe/,,2026-06-22,"Stillwater, Oklahoma",36.115631,-97.058572
Kingdom of Ansteorra,Riding of Marata,riding,No Calendar Listed,https://ansteorra.org/marata/,,2026-06-22,"Enid, Oklahoma",36.396762,-97.879134
Kingdom of Ansteorra,Shire of Adlersruhe,shire,No Calendar Listed,https://ansteorra.org/adlersruhe/,,2026-06-22,"Amarillo, Texas",35.20729,-101.837119
Kingdom of Ansteorra,Shire of Brad Leah,shire,No Calendar Listed,https://ansteorra.org/brad-leah,,2026-06-22,"Wichita Falls, Texas",33.900457,-98.502078
Kingdom of Ansteorra,Shire of Ffynnon Gath,shire,No Calendar Listed,https://ansteorra.org/ffynnon-gath/,,2026-06-22,"San Marcos, Texas",29.882644,-97.940583
Kingdom of Ansteorra,Shire of Graywood,shire,No Calendar Listed,https://ansteorra.org/graywood/,,2026-06-22,"Lufkin, Texas",31.338624,-94.728856
Kingdom of Ansteorra,Shire of Rosenfeld,shire,No Calendar Listed,https://ansteorra.org/rosenfeld,,2026-06-22,"Tyler, Texas",32.35126,-95.301062
Kingdom of Ansteorra,Shire of Seawinds,shire,No Calendar Listed,https://ansteorra.org/seawinds/,,2026-06-22,"Corpus Christi, Texas",27.76353,-97.403319
Kingdom of Ansteorra,Shire of the Shadowlands,shire,No Calendar Listed,https://ansteorra.org/shadowlands,,2026-06-22,"College Station, Texas",30.618394,-96.345599
Kingdom of Ansteorra,Stronghold of Hellsgate,stronghold,No Calendar Listed,https://ansteorra.org/hellsgate,,2026-06-22,"Killeen, Texas",31.117144,-97.727796
Kingdom of Artemisia,Barony of Arn Hold,barony,No Calendar Listed,https://www.facebook.com/groups/baronyarnhold/,,2026-06-22,"Boise, ID and Nampa, ID",43.987352,-115.739019
Kingdom of Artemisia,Barony of Bronzehelm,barony,No Calendar Listed,http://www.bronzehelm.org,,2026-06-22,"Billings, MT",45.787496,-108.49607
Kingdom of Artemisia,Barony of Gryphon's Lair,barony,No Calendar Listed,https://www.facebook.com/groups/gryphonslair/,,2026-06-22,"Ogden, UT",41.223005,-111.973843
Kingdom of Artemisia,Barony of Loch Salann,barony,https://calendar.google.com/calendar/ical/baronyoflochsalann%40gmail.com/public/basic.ics,http://www.lochsalann.org,,2026-06-22,"Salt Lake City, UT",40.75962,-111.886797
Kingdom of Artemisia,Barony of One Thousand Eyes,barony,https://calendar.google.com/calendar/ical/baronyofonethousandeyes%40gmail.com/public/basic.ics,https://www.onethousandeyes.org/,,2026-06-22,"Idaho Falls, ID",43.488791,-112.03628
Kingdom of Artemisia,Barony of Sentinels' Keep,barony,https://calendar.google.com/calendar/ical/bskwebminister%40gmail.com/public/basic.ics,https://www.sentinels-keep.org,,2026-06-22,"Missoula/Butte, MT",46.022804,-112.552147
Kingdom of Artemisia,Shire of Arrow's Flight,shire,https://calendar.google.com/calendar/ical/0ca3c8b767cb096f3070e786decb69d900d93ce28e74af8411e87178eb04fca2%40group.calendar.google.com/public/basic.ics,http://arrowsflight.org/,,2026-06-22,"Provo, UT",40.233729,-111.658709
Kingdom of Artemisia,Shire of Cote du Ciel,shire,No Calendar Listed,https://www.facebook.com/groups/372899743885/,,2026-06-22,"Logan/Willard/Brigham City , UT",41.731306,-111.834914
Kingdom of Artemisia,Shire of River Serponnde,shire,No Calendar Listed,https://www.facebook.com/groups/shireriverserpent,,2026-06-22,"Twin Falls, ID",42.555854,-114.470068
Kingdom of Artemisia,Shire of Silver Keep,shire,No Calendar Listed,https://www.facebook.com/groups/366020795445/,,2026-06-22,Bozeman. MT,45.679429,-111.044047
Kingdom of Artemisia,Shire of Stan Wyrm,shire,No Calendar Listed,https://www.facebook.com/groups/shireofstanwyrm/,,2026-06-22,"Great Falls, MT",47.504885,-111.29189
Kingdom of Artemisia,Shire of Stonegate,shire,https://calendar.google.com/calendar/ical/c_36b878cf4097295090f605e572af29095c917a9be1452e16be9c6840608b3d42%40group.calendar.google.com/public/basic.ics ,https://www.facebook.com/ShireOfStonegate,,2026-06-22,"Pocatello, ID",42.862029,-112.450627
Kingdom of Artemisia,Shire of Windegate,shire,No Calendar Listed,https://www.facebook.com/groups/391521170049,,2026-06-22,"Shelby, MT",48.5055,-111.856872
Kingdom of Atenveldt,Barony Of Mons Tonitrus,barony,https://calendar.google.com/calendar/ical/c_1788594574f5997f5c75eb9cf8e7525e06b5f84f26509effbd85a8943486876b%40group.calendar.google.com/public/basic.ics,http://bmmt.org,,2026-06-22,"Sierra Vista, Arizona",31.564769,-110.274299
Kingdom of Atenveldt,Barony of Atenveldt,barony,https://calendar.google.com/calendar/ical/calendar%40baronyofatenveldt.org/public/basic.ics,http://baronyofatenveldt.org,,2026-06-22,"Phoenix, Arizona",33.448437,-112.074141
Kingdom of Atenveldt,Barony of Ered Sul,barony,No Calendar Available,http://baronyoferedsul.org,,2026-06-22,"Flagstaff, Arizona",35.198752,-111.651822
Kingdom of Atenveldt,Barony of Granite Mountain,barony,No Calendar Available,http://baronyofgranitemountain.org,,2026-06-22,"Prescott, Arizona",34.539984,-112.468812
Kingdom of Atenveldt,Barony of Sun Dragon,barony,https://calendar.google.com/calendar/ical/chronicler%40baronyofsundragon.org/public/basic.ics,http://baronyofsundragon.org,,2026-06-22,"Glendale, Arizona",33.538686,-112.185994
Kingdom of Atenveldt,Barony of Tir Ysgithr,barony,https://calendar.google.com/calendar/ical/webmin%40btysca.org/public/basic.ics,http://btysca.org,,2026-06-22,"Tucson, Arizona",32.222876,-110.974847
Kingdom of Atenveldt,Barony of Twin Moons,barony,No Calendar Available,http://baronyoftwinmoons.org,,2026-06-22,"Mesa, Arizona",33.415101,-111.831455
Kingdom of Atenveldt,Shire of Burning Sands,shire,https://calendar.google.com/calendar/ical/sp0dd7gvtdoahp4j7gd4rt2qmnk0s8gs%40import.calendar.google.com/public/basic.ics,http://burningsands.atenveldt.org,,2026-06-22,"Yuma, Arizona",32.725422,-114.619809
Kingdom of Atenveldt,Shire of Windale,shire,No Calendar Available,http://windale.atenveldt.org,,2026-06-22,"Kingman, Arizona",35.189592,-114.0533
Kingdom of Atlantia,Barony of Black Diamond,barony,https://calendar.google.com/calendar/ical/seneschal%40blackdiamond.atlantia.sca.org/public/basic.ics,https://blackdiamond.atlantia.sca.org/,,2026-06-22,"Cities of Bedford, Covington, Lexington and Lynchburg, Appomattox, Bedford, Campbell, Craig, Floyd, Giles, Montgomery, Pittsylvania, Pulaski, Radford, Roanoke, Rockbridge, Salem, Tazewll, Wise",37.305123,-79.2477
Kingdom of Atlantia,Barony of Bright Hills,barony,https://calendar.google.com/calendar/ical/2gskgfm3tsnsjmoe6go08lb56o%40group.calendar.google.com/public/basic.ics,http://brighthills.atlantia.sca.org,,2026-06-22,"Baltimore Bowmen Archery Club, 10301 Harford Rd, Glen Arm, MD 21057 ",39.415928,-76.505727
Kingdom of Atlantia,Barony of Caer Mear,barony,https://calendar.google.com/calendar/ical/uk9bjrsu1loit3j4bjai8b07g0%40group.calendar.google.com/public/basic.ics,http://caermear.atlantia.sca.org,,2026-06-22,"Cities of Colonial Heights, Hopewell, Petersburg, and Richmond, Albemarle, Amelia, Caroline, Charles City, Charlotte, Chesterfield, Dinwiddie, Fluvanna, Gloucester, Goochland, Hanover, Henrico, King and Queen , King William, Louisa, Mathews, Middlesex, New Kent, Powhatan, Prince George, Spotsylvania",37.466621,-77.827797
Kingdom of Atlantia,Barony of Dun Carraig,barony,https://calendar.google.com/calendar/ical/c_8ec089846e0298cb723c4988a366513b6291aba81b769aa35913a49f90bcadef%40group.calendar.google.com/public/basic.ics ,http://www.duncarraig.net,,2026-06-22,"Calvert, Charles, St",38.514007,-76.782805
Kingdom of Atlantia,Barony of Hawkwood,barony,https://calendar.google.com/calendar/ical/webminister%40hawkwood.atlantia.sca.org/public/basic.ics ,http://hawkwood.atlantia.sca.org,,2026-06-22,"Buncombe, Cherokee, Clay, Graham, Haywood, Henderson, Jackson, Macon, Madison, Mcdowell, Polk, Rutherford, Swain, Transylvania, Yancey",35.341495,-83.27293
Kingdom of Atlantia,Barony of Hidden Mountain,barony,tribe-rest:https://hiddenmountain.atlantia.sca.org,http://hiddenmountain.atlantia.sca.org,,2026-06-22,"Beaufort, Colleton, Georgetown, Jasper, Orangeburg, Williamsburg",33.023499,-80.377975
Kingdom of Atlantia,Barony of Highland Foorde,barony,https://calendar.google.com/calendar/ical/webminister%40highlandfoorde.atlantia.sca.org/public/basic.ics,http://highland-foorde.atlantia.sca.org,,2026-06-22,"Allegany, Frederick, Garrett, Washington",39.562883,-78.256707
Kingdom of Atlantia,Barony of Lochmere,barony,c_e5a20ea8b028aef810a6015b8e97e624de4b494086ab9d906d6634066a6cc18e@group.calendar.google.com,http://lochmere.atlantia.sca.org,,2026-06-22,"Anne Arundel, Howard",39.147887,-76.576076
